berita,tagging
Komedian Kelik Pelipur Lara Meninggal DuniaKomedian Kelik Pelipur Lara Dikabarkan Meninggal Dunia,Hoax
Video Parade pasukan keamanan Arab Saudi untuk pengamanan Haji tahun iniParade pasukan keamanan Arab Saudi untuk pengamanan Haji tahun ini,Hoax
"Foto Ang Tjoen Min Anak Lim Seng Komandan Pasukan Pao An ThuiMantaap. Bpk Ang Tjoeng Ming anak dari Lim Seng komandan Pasukan Pao Ang Thui 1945, pengkhianat NKRI pada penjajahan Belanda.",Hoax
"Penampakan Burung Cabak, Mukanya Ngeselinini penampakan burung yg sering bunyi “crruuitt,,cruuiittt” klo malem hari.nama nya burung cabak. mukanya ngeselin kya SIRA",Hoax
"Foto PRESIDEN menggunakan SEPATU didalam MESJID, #TerlaknaklahEngkauPRESIDEN menggunakan SEPATU didalam MESJID, #TerlaknaklahEngkau",Hoax
Foto AS negara paling rasisFakta membuktikan AS adalah negara paling rasis Di dunia. Anak2ini sdh dibiasakan dg rasis.,Hoax
Video PENJELASAN AHLI VIRUS BAHWA CORONA TIDAK MEMBUNUHDENGARKAN DAN SIMAK BAIK BAIK PENJELASAN AHLI VIRUS TENTANG COVID 19 *BAHWA CORONA TIDAK MEMBUNUH,Hoax
"Semua Pasien Positif Covid-19 di Padang Dinyatakan SembuhKABAR BAIK DARI KOTA PADANG, SEMUA PASIEN POSITIF CORONA DINYATAKAN SEMBUH,",Hoax
"daerah jakarta selatan kemungkinan terjadi pemadaman listrikSekedar menginfokan : Di himbau barang x ada yg punya saudara atau kerabat di daerah jakarta selatan untuk mempersiapkan alat penerangan seperti lilin dan sebagai nya kemungkinan terjadi pemadaman listrik…,karna telah terjadi peristiwa kabel PLN di bawah tanah meledak…,tepat nya di jalan Fatmawati Raya ( Ujung Jalan Cipete Raya ) Harap Maklum",Hoax
"Video Mampus dah tuh dep colector, td siang d grt kotaMampus dah tuh dep colector, ga tau lagi panas panas nya warga di liburin",Hoax
"Universitas Brawijaya Kembalikan Uang Kuliah Akibat Persebaran Virus CoronaMulai besok, Jum’at 27 Maret 2020, Semua mahasiswa Universitas, berhak menerima kompensasi uang kuliah di KEMBALIKAN sebagai tunjangan untuk tinggal di rumah dalam rangka menghindari penyebaran COVID-19, Coronavirus.",Hoax
"Virus Corona Bukanlah Virus, Sinyal 5G yang Sebenarnya Membunuh OrangDo you Know the Corona virus is not a fuckin virus it’s 5G that’s actually killing people and not a “virus”… they are trying to get u scared of a fake ass virus when it the 5G towers being built around the world. China was the first to have over 100,000 5G towers, and people in Wuhan were the first to get affected by it. This 5G shit was planned years ago to depopulate us and keep as at a low vibrational state. Bill gates is the one who created this along with the weird entities who control this world.",Hoax
Stiker Halal Park di Terminal 3 Bandara SoettaTerminal 3 bandara soetta what’s wrong with my country,Hoax
"Tahun 2015 sebelum jadi wapres, BPJS : HARAMLebih bingung lagi gue bacanya Tahun 2015 sblm jadi wapres
 BPJS : HARAM Tahun 2019 sudah jadi wapres
 BPJS : di anjurkan (SUNAH)
 PENING KEPALA ANE MIKIRIN ORANG YANG 1 INI",Hoax
"Kecelakaan Di Tol Cipali KM 180Terjadi kembali kecelakaan maut di tol Cipali KM 180, berhati” lah bagi anda yg sdng berkendara. Apa bila anda ngantuk atau lelah segeralah menepi atau mencari tmpt untk beristirahat, keluarga anda menanti anda di rmh",Hoax
Pertemuan Jokowi dan Prabowo adalah Setinganpertemuan Presiden Joko Widodo dan Prabowo Subianto beberapa hari yang lalu adalah setingan,Hoax
Indomaret Memberikan 5000 Voucher Gratis Senilai 2 Juta Rupiah Untuk Merayakan Ultah Ke-30Indomaret  memberikan 5000 voucher gratis senilai Rp 2.000.000 untuk merayakan ulang tahun ke-30. Saya baru saja menerima voucher saya,Hoax
Wiranto Minta Pihak yang Lebih Mencintai Kalimat Tauhid Segera Angkat Kaki dari Indonesiaberita kontroversial berjudul “Memanas!! Wiranto Minta Pihak Yang Lebih Mencintai Kalimat Tauhid Segera Angkat Kaki dari Indonesia”,Hoax
"KPU Panik, Semua Data BPN, TNI, PKS, IPB & ITB Semua Memenangkan 02KPU akhirnya panik sendiri, data BPN, TNI, PKS, IPB & ITB semua memenangkan 02, Alhamdulillah Allahu akbar,",Hoax
"KLARIFIKASI PETANI KULONPROGO YANG SEMPROT MATI LAHAN CABAIMemang ada pemakaian semacam herbisida, tetapi itu saya lakukan semata mata untuk menghemat ongkos tenaga kerja. Jadi bukan karena saya dan para petani disini putus asa dengan harga murah, tapi skema pola tanamnya memang harus beralih dengan komuditas lain",Valid
Diduga Dibangun Pakai Material Kw 3 dari ChinaDampak ambruknya infrastruktur Jokowi ini merusak citra Jokowi karena dianggap terlalu ambisius. Kasus ambruknya infrastruktur Jokowi ini sudah menewaskan 11 orang dan melukai 22 orang lainnya. Hingga kini belum ada satu pun dari 16 kasus ambruknya infrastruktur Jokowi itu yang dilimpahkan ke Kejaksaan…,Hoax
"Foto Billboard Bertuliskan Kami Mau 2019 Prabowo Presiden, Jika Gagal Kembali Maka Kami Siap Pindah Warga Negara!!!“KAMI MAU 2019 PRABOWO PRESIDEN. JIKA GAGAL KEMBALI MAKA KAMI SIAP PINDAH WARGA NEGARA”",Hoax
Sudah Ada Rokok Marlboro Yang Terbuat Dari Ganja“Sudah Ada Rokok Marlboro Yang Terbuat Dari Ganja… 1 batang langsung fly,Hoax
Rajin Makan Wortel Dapat Menyembuhkan Mata Minus ?Rajin Makan Wortel Dapat Menyembuhkan Mata Minus ?,Valid
: Anies Baswedan Tak menghadiri Opening Ceremony Asian Games 2018: Anies Baswedan Tak menghadiri Opening Ceremony Asian Games 2018,Hoax
Lowongan Kerja di Perusahaan BUMN PT Adhi KaryaTemen2 minta tolong informasi ini adalah bentuk penipuan dan hoax. PT Adhi Karya tidak bertanggung jawab. Minta tolong disebar di grup-grup dan di fb serta di instagram.,Hoax
Ini Adalah Orang yang Pernah Membakar dan Merobek Merobek Alquran di AmerikaAzab Allah Itu Nyata! : Marissa Haque Ikang Fawzi,Hoax
"Bom di Kiaracondong BandungBeberapa pengendara motor melihat kepulan asap yang keluar dari bawah jembatan layang Kiaracondong, pengendara yang melihat mendatangi langsung Mako DKPB,",Hoax
Topik Pilihan HOAKS ATAU FAKTA di Kompas.comTopik Pilihan “HOAKS ATAU FAKTA” di Kompas.com,Valid
"Pengeroyokan Santri di GarutMohon di viralkan….!!!!!!
 
 Santri wajib waspada jaga Ulama dan pesantren.
 
 Sampai pagi ini ada dua laporan kejadian dari dua ustad sahabat dekat saya.Bahwa ada orang orang asing menanyakan Dkm dan pimpinan ponpes.bahkan tadi isya jumat 3 pebruari 2018 si pelaku sampai bawa sajam dan melukai baju santri.
 
 Ket fhoto:Kh Ahmad syatibi pimpinan ponpes Alfutuhat leles garut (sahabat dekat saya dulu satu pondok)di depan santri yang di tebas sajam Alhamdulillah santri ini hanya sobek beberap titik bajunya saja.tempat kejadian daerah kadungora garut.",Hoax
"GEGERKAN Publik Tanah Air! Media Luar Negeri Tulis Pembohongan & Penipuan JokowiGEGERKAN Publik Tanah Air! Media Luar Negeri Tulis “Pembohongan & Penipuan” Jokowi
 By portalnegeri Posted on January 28, 2018
 Portal Negeri – Sebuah artikel dari media luar negeri ASIA TIMES berjudul “Widodo’s smoke and mirrors hide hard truths”, telah gegerkan publik tanah air.
 Idiom “Smoke and mirrors” bermakna penipuan/pembohongan. “hide hard truths” menyembunyikan/menutupi kebenaran/fakta yang sebenarnya.
 Artikel yang ditulis oleh JOHN MCBETH yang terbit pada 23 Januari 2018 ini sontak mendapat tanggapan ramai publik sosial media tanah air",Hoax
"Sebaran Hoaks di Tengah Kepanikan BencanaGempa berkekuatan 6,1 SR yang terjadi kemarin siang tak hanya melahirkan kepanikan, namun juga sejumlah hoaks yang disebar entah apa tujuannya. Hingga Selasa malam (23/1), setidaknya ada tiga kabar bohong yang menyamar sebagai informasi sungguhan.
 1. Video Truk dan Mobil Goyang [...]
 2. Foto Jalan Retak [...]",Valid
"Pernyataan Kontroversial Wiranto Selaku Menko Polhukam Terkait Isu SARATIONGHOA LEBIH BANYAK BERPERAN UNTUK INDONESIA DARI PADA ORANG ARAB
 
 PENJELASAN :",Hoax
": Kiper Arema FC, Kurnia Meiga meninggal duniaInallillahi wainalillahi roji’un, sepak bola nasional kita kembali kehilangan pemain terbaik indonesia, kiper arema fc KURNIA MEIGA HERMANSYAH telah berpulang ke rahmatullah, tadi malam jam 23.30 beliau menghembuskan nafas terakhir di rumah sakit mitra keluarga jakarta, akibat penyakit jantung yang dia derita selama ini, beliau akan di makam kan di TPU KALISARI CIJANTUNG JAKTIM, dan rencananya beliau akan dikubur kan…",Hoax
"Harry Sufehmi, Otak Di Belakang Munculnya Afi InayahSemua akun tersebut menuduh Harry Sufehmi, pendiri Forum Anti Fithan Hoax dan Hasut (FAFHH) sebagai otak di belakang pemolesan Afi Inayah",Hoax
VOX HOAX VOX DEI / SUARA HOAX SUARA TUHANVOX HOAX VOX DEI / SUARA HOAX SUARA TUHAN,Valid
"PENEBAR FITNAH GUNAKAN BANYAK AKUNLihat gambar untuk lebih jelas nya. Intinya ada foto cewek dengan puluhan hp di depanya, diklaim sebagai tukang fitnah yang menggunakan banyak akun.",Hoax
"Google Maps Tak Cantumkan Negara Palestina“Tak pernah ada label ‘Palestina’ di Google Maps,” ujar seorang juru bicara Google dalam sebuah pernyataan yang dirangkum KompasTekno dari Fortune, Jumat (12/8/2016).",Valid
: Kemoterapi Pada Penderita Kangker Memperpendek Umur 4 Kali LipatKemoterapi Pada Penderita Kangker Memperpendek Umur 4 Kali Lipat,Hoax
Foto Harun Masiku Tanpa AlisAkhirnya… Harun Masiku ditemukan tanpa alis…,Hoax
"Foto Perdana Menteri Shinzo Abe disamping Presiden Filipina Duterte di museum nasional di JepangSaat aku berjalan di sini sebelumnya di Shibuya, Jepang. Saya melihat potret perdana menteri Jepang Shinzo Uzumaki Jotaro Abe di samping presiden Filipina Duterte. Ditempatkan di salah satu museum nasional di Jepang. Banyak orang berkunjung ke sini setiap hari untuk memberi hormat kepada kedua pemimpin ini. Hanya berpikir, setidaknya ras lain, hormat dan hormat kepada presiden Filipina Bapa Digong. Sementara di Filipina, saya terlalu banyak tidak hormat. Menyedihkan bahwa negara-negara asing melihat yang hebat dan hebat dan hebat! Meskipun begitu, dukungan dan cintaku untuk presiden tercinta yang merupakan ayah kita semua! Tolong bagikan dan tunjukkan kepada semua orang bahwa Presiden Duterte adalah untuk internasional!
 #ProudFilipino",Hoax
"Gara-gara PSBB manusia sampai BertelurGara-gara PSBB manusia sampai Bertelur,Tanda sdh mulai KIAMAT….",Hoax
"Foto dengan Keterangan FPI Membubarkan Diri, Ingin Bergabung Menjadi Warga NUHoreee FPI membubarkan diri, ingin bergabung menjadi warga NU. Alhamdulillah",Hoax
"Warga Dibolehkan Mudik Oleh Kemenhub, Aturannya Keluar Kemarin SoreWarga Dibolehkan Mudik Oleh Kemenhub, Aturannya Keluar Kemarin Sore",Hoax
"Imigran Asal China Yang Ada di Jakarta Dipulangkan Oleh Anies Baswedan ke Negara AsalnyaImigran Asal China Yang Ada di Jakarta Dipulangkan Oleh Anies Baswedan ke Negara Asalnya,",Hoax
"Foto Ini kebaktian Jemaat Gereja di Aceh Singkil di tengah gedung Gereja yg dirobohkan.Faktanya Indonesia DARURAT Intoleransi!
 Ini kebaktian Jemaat Gereja di Singkil, Aceh di tengah gedung Gereja yg dirobohkan.
 Tlg Pak Presiden jangan hanya bicara saja tapi kami perlu tindakan Nyata & Tegas!
 Bukan Janji Manis yg buat Miris & Menangis",Hoax
"Nadiem Makarim Bayar 6 Triliun Rupiah Untuk Jadi MendikbudBarusan dapat info, Nadiem bayar Rp 6T utk jadi Mendikbud. Waaw. Lagi hangat info ini. Dan forum Pasfes memprediksi Gojek segera buka Go-News, dgn captive market peserta didik. Maka seluruh iklan masuk ke Go-News dibackup oleh perusahaan startup jaringan Go-jek.",Hoax
"Sempat Beredar Foto Yang Diklaim Sebagai Pelaku Pembacokan Anggota Kodim Probolinggo, Kasatreskrim Nyatakan Tidak BenarBelum mas, dapat info dari mana itu,",Hoax
"BUNGA MAHAMERU/ARYA YANG MEKAR 400 TAHUN SEKALIIni dikenal sebagai bunga Mahameru atau bunga Arya. Itu dapat ditemukan di Himalaya. Bunga setiap 400 tahun sekali. Jika kita ingin melihatnya lagi, kita harus menunggu 400 tahun lagi. Generasi kita beruntung. Jadi bagikan sebanyak mungkin. Biarkan orang lain melihatnya.",Hoax
Ustadz Yusuf Mansur Sebut Membela Prabowo adalah Jihad yang Masuk NerakaBUAT YUSUF MANSUR….LU BILANG PEOPLE POWER DUKUNG PRABOWO JIHAD YANG MASUK NERAKA…,Hoax
Penyamaran Kalian Terbongkar SudahPenyamaran Kalian Terbongkar Sudah . Mereka ini Aslinya Militer Dari RRC Masuk Ke Indonesia Nyamar Jadi Pekerja Proyek,Hoax
"Kementrian Agama Bantah Sertifikat Perizinan Untuk Kelompok Bimbingan Ibadah HajiMENTERI AGAMA REPUBLLIK INDONESIA

Memberikan Ijin Operasional Penyelenggaraan Ibadah Haji dan Umrah serta
Kelompok Bimbingan Ibadah Haji, kepada: (NAMA TERTENTU)",Valid
Klarifikasi BNPB Terkait Isu Pengusiran Relawan BPBDJustru adanya kehadiran relawan sejak H+3 (2/10) dengan mendirikan tenda-tenda relawan BPBD,Valid
"Kejati Kaltim Bantah Telah Keluarkan Rekomendasi Pengawasan Proyek Masjid Pemprov Kaltim di KinibaluKasi Penerangan Hukum dan Humas Kejati Kaltim, Acin Muksin menegaskan, pihaknya tidak memasang plang tersebut dan belum mengeluarkan rekomendasi pengawasan proyek tersebut.",Valid
Ampuni dan Selamatkanlah negeri kami“Ya Allah… Ampuni dan Selamatkanlah negeri kami…,Hoax
Makan Cokelat Setelah Makan Mie Goreng Berakibat KematianSEKEDAR INFO KHUSUSNYA UTK ANAK KOST/ PERANTAUAN BUJANGAN/ siapa saja…,Hoax
Papua Hari Ini 25 Juli 2018 Banyak Polisi GugurPAPUA HARI INI TGL 25.JULI.2018 BANYAK POLISI GUGUR,Hoax
": Info Dari BIN dan Densus 88 Untuk Menghindari Pergi ke Mall-Mall di JakartaInfo dari pihak BIN Dan Densus 88, Polri memberi peringatan agar masyarakat sementara waktu menghindari tempat-tempat ini, pada Hari ini sampai besok.
 [...]
 Saudara²sekalian Hati2 ya tgl 15 Mei ini Amerika resmi buka kedutaan di Jerusalem dan Yahudi ultah kemerdekaan ke 70th.
 Jauhi lokasi2 simbol Amerika seperti Starbuck, McD dll",Hoax
"Klarifikasi Grab Indonesia Terkait Dukungan Forum Komunikasi Grab Lampung  Kepada Salah Satu Pasangan Calon Pilgub LampungTerkait pemberitaan mengenai dukungan sejumlah mitra pengemudi Grab 
kepada salah satu pasangan kandidat Gubernur Lampung melalui kunjungan 
ke Posko Tim Kerja Pemenangan, bersama ini kami sampaikan bahwa 
kunjungan tersebut merupakan suatu aktivitas yang dilakukan oleh salah 
satu organisasi perkumpulan mitra pengemudi Grab di Lampung, tanpa 
adanya keterlibatan dari Grab sebagai perusahaan",Valid
"Lippo Group Tetap Gaji Para Marketing Meikarta dan Menjaga InvenstornyaEnggak bener lah. Viral begitu banyak. Itu kita sangat menyesalkan viral begitu, tapi kita enggak ada lah. Mana ada. Kalau seseorang punya hal digaji tapi enggak digaji itu kan sesuatu masalah besar. Enggak bener secara prinsip. Nggak benar begitu",Valid
Henry Cavill MeninggalTerdapat keterangan didalam wikipedia yang menjelaskan jika Henry Cavill telah meninggal pada tanggal 3 maret 2018.,Hoax
"Video Siswa Pelaku Pembunuhan Guru di Sampang Tengah Sakau/MabukSakau, Inikah Siswa P*mb*nuh gurunya di Sampang?",Valid
"Asap Rokok Sebabkan Kematian Bayi MendadakI really hate smokers!!!
Ntr klo ada acara di rumah buat tanda “No Smoking” besar2!!??",Hoax
"Makan Mie dan Cokelat BerbahayaAda seorang Wanita meninggal ‘Mendadak’ dgn ‘ Kelima Panca Indera keluar darah.
 Setelah diselidiki ternyata Wanita ini meninggal, bukan karena ‘Bunuh Diri’ atau ‘Dibunuh’, melainkan karena ketidaktahuan tentang ‘Racun akibat Makanan’. Wanita ini memiliki kebiasaan makan coklat tiap hari, ini tidak masalah. Masalahnya, malam itu wanita ini kebanyakan makan ‘MIE GORENG’.",Hoax
Dukungan Dari Erdogan Yang Disampaikan Staf Kedubes Turki Kepada Peserta Aksi Bela Quran“Ucapan salam dukungan dari Mr.Erdogan (Perdana Menteri Turki) yang disampaikan staf kedubes Turki kepada peserta Aksi Bela Quran.”,Hoax
Hillary Clinton Menyatakan Ingin Belajar Pada Sri Mulyani dan Jokowi Pada Debat Calon Presiden AmerikaDalam debat calon presiden Amerika siang tadi yang disiarkan oleh tv keseluruh dunia salah satu kandidat presiden Hilary Clinton ditanya oleh salah satu responden “Siapa yang menginspirasi anda untuk tampil sebagai pemimpin bangsa Amerika dan siapa orang hebat yang anda kagumi ?,Hoax
Jamaah di Mekkah Yang Makan Sembarangan di Siang Ramadan“Siang hari Ramadan di Pelataran Masjidil Haram beberapa jamaah dan pekerja terlihat bebas menyantap makanan dan warung tetap saja buka melayani pelanggan tanpa khawatir terjadi sweeping .”,Hoax
"Kebakaran Hutan di Kalimantan TengahKebakaran Hutan di Kalimantan Tengah
 […] Ini Hoak atau Fakta? […]",Valid
Memakai Masker Dapat Timbulkan Radang Selaput DadaMy daughter. 19 yrs old. Healthy. Frontline worker at a huge grocery store chain. Started feeling sick about two weeks ago. Side and back pain. Nausea.. Chest pain. Primary doc sent her for chest x-ray.. Something “lit up” on right side. Sent for MRI. Cat scan. Ultra sound of back and abdomen areas..NOTHING.. While at work was unable to breathe. Chest pain. Rushed to e.r. quarantined. Tested for covid. Young. By herself because no one can be with her. Turns out its pleurisy.. An inflection of the outside of the lining of the lungs. They basically tell her.. It’s because she has been wearing a mask for over 8 hours a day 5-6 days a week. Breathing in her own bacteria. Carbon dioxide.. Caused an infection. And now she is in severe pain. Has to be off work with no pay.. But you wont see that on social media! She’s 19. Healthy. And now is bed bound and struggling to breathe. Antibiotics. Steroids. Breathing treatments.,Hoax
"Lelang Online Sepeda Brompton Rp 5 JutaBARANG GADAI SUDAH JATUH TEMPO DI LELANG
 KONDISI SECOND ORIGINAL 100%
 SIAP KIRIM LUAR KOTA PROVINSI
 ORDER VIA DM",Hoax
Keluarkan nasi dari rice cooker jika sudah matang. Kalau lebih dari 12 jam menjadi pemicu diabetesRACUN DARI NASI Keluarkan nasi dari rice cooker jika sudah matang. Kalau lebih dari 12 jam menjadi pemicu diabetes. Kebiasaan yang Jadi Pemicu Anak Menderita Kanker dan Diabetes.,Hoax
"Pemerintah Norwegia membuat ulah, empat polisi masuk dengan melepaskan anjing dan menyerang Imam Masjid.NORWEGIA. Pemerintah Norwegia mulai membuat ulah. Saat Imam sedang membaca Alqur,an tiba-tiba Empat polisi masuk dengan melepaskan Anjing dan menyerang Imam Masjid.",Hoax
Buaya Seret Mayat Manusia Di Serpong Tangerang SelatanBuaya makan orang di Serpong BSD tangsel,Hoax
barang bukti bus Transjakarta terbakar bagaimana @KPK_RI?Di balik konflik revisi UU KPK …barang bukti bus bus rongsokan Transjakarta pun terbakar semua…..bagaimana @KPK_RI ? Udah sampai mana kasus bus Transjakarta ? mau di proses enggak ?,Hoax
"PT Pos Indonesia Membantah Isu Telah BangkrutPernyataan resmi apakah pos bangkrut jawabannya tidak, indikatornya banyak bahwa kenapa tidak akan bangkrut dalam periode diduga itu. Apakah kita akan lay off karyawan, apakah kita menunda pembayaran-pembayaran kewajiban ke pihak ketiga, semua lancar",Valid
"Babi Berbulu Domba Diciptakan Austria Untuk Mengecoh Umat MuslimBabi Manggalitsa adalah teknologi baru Austria kacukan babi dgn biri biri, tujuan untuk mengelirukan umat islam supaya mkn babi yg disangka daging biri biri dibuang kepala selepas di sembelih.tlg share untuk kepentingan umat Islam.",Hoax
"DINAS PERHUBUNGAN BERI PENJELASAN TERKAIT FLYER TIKET KAPAL DIGRATISKAN SAAT JEMBATAN SURAMADU DITUTUPKarena Ada Acara Millennial Road Safety Festival dan Pembersihan Jembatan Suramadu
JEMBATAN SURAMADU DITUTUP SEMENTARA",Valid
"Islam tdk boleh ditegakkanANGOLA BYK UTANG MA CINA,
Konsekuen nya Islam tdk boleh ditegakkan,byk mesjid ditutup,akhirnya pd sholat di jalanan &ditembaki oleh polisi.",Hoax
Salah satu jenis penyiksaan komunis biadap terhadap muslim Uighur..Salah satu jenis penyiksaan komunis biadap terhadap muslim Uighur..,Hoax
"Klarifikasi BPN Prabowo - Sandi tentang Situs KTP PrabowoKTP Prabowo itu bukan dari BPN Prabowo-Sandi. Itu tidak resmi dari kami, tim sukses. Infonya dari relawan,",Valid
